col_a,col_b,pvalue
3,01-01_4,3
3,01-01_5,3
3,02-00_1,2
3,02-00_3,3
3,02-00_4,2
3,02-00_5,3
3,02-01_1,3
3,02-01_2,1
3,02-01_3,5
3,02-01_4,5
3,02-01_5,4
3,03-00_1,2
3,03-00_3,5
3,03-00_4,6
3,03-00_5,4
3,03-01_1,3
3,03-01_2,1
3,03-01_3,6
3,03-01_4,4
3,03-01_5,5
3,04-00_0,1
3,04-00_1,5
3,04-00_2,4
3,04-00_3,7
3,04-00_4,6
3,04-00_5,6
3,04-01_1,5
3,04-01_2,1
3,04-01_3,6
3,04-01_4,6
3,04-01_5,6
3,05-00_3,1
3,05-00_4,1
3,05-00_5,1
3,05-01_0,1
3,05-01_1,1
3,05-01_2,1
3,05-01_3,3
3,05-01_4,2
3,05-01_5,3
3,06-00_0,1
3,06-00_1,2
3,06-00_3,7
3,06-00_4,5
3,06-00_5,5
3,06-01_1,9
3,06-01_3,10
3,06-01_4,10
3,06-01_5,11
3,07-00_0,2
3,07-00_1,6
3,07-00_2,4
3,07-00_3,5
3,07-00_4,4
3,07-00_5,5
3,07-01_0,2
3,07-01_1,5
3,07-01_2,2
3,07-01_3,4
3,07-01_4,6
3,07-01_5,6
4,00-01_4,1
4,00-01_5,1
4,01-00_4,1
4,01-00_5,1
4,01-01_1,2
4,01-01_3,2
4,01-01_4,3
4,01-01_5,3
4,02-00_1,1
4,02-00_3,1
4,02-00_4,2
4,02-00_5,1
4,02-01_1,4
4,02-01_3,4
4,02-01_4,5
4,02-01_5,4
4,03-00_1,3
4,03-00_3,3
4,03-00_4,5
4,03-00_5,2
4,03-01_1,6
4,03-01_2,1
4,03-01_3,5
4,03-01_4,7
4,03-01_5,5
4,04-00_0,2
4,04-00_1,2
4,04-00_2,2
4,04-00_3,2
4,04-00_4,5
4,04-00_5,5
4,04-01_1,4
4,04-01_2,1
4,04-01_3,5
4,04-01_4,6
4,04-01_5,6
4,05-00_4,1
4,05-00_5,1
4,05-01_1,2
4,05-01_2,1
4,05-01_3,1
4,05-01_4,3
4,05-01_5,2
4,06-00_1,4
4,06-00_3,4
4,06-00_4,6
4,06-00_5,3
4,06-01_1,10
4,06-01_2,2
4,06-01_3,9
4,06-01_4,9
4,06-01_5,9
4,07-00_0,2
4,07-00_1,6
4,07-00_2,4
4,07-00_3,4
4,07-00_4,7
4,07-00_5,5
4,07-01_0,3
4,07-01_1,6
4,07-01_2,1
4,07-01_3,4
4,07-01_4,5
4,07-01_5,6
5,00-01_5,1
5,01-00_5,1
5,01-01_1,2
5,01-01_2,1
5,01-01_3,2
5,01-01_4,2
5,01-01_5,3
5,02-00_1,1
5,02-00_3,1
5,02-00_4,1
5,02-00_5,2
5,02-01_1,3
5,02-01_2,1
5,02-01_3,4
5,02-01_4,4
5,02-01_5,5
5,03-00_1,2
5,03-00_3,3
5,03-00_4,3
5,03-00_5,2
5,03-01_1,4
5,03-01_2,1
5,03-01_3,5
5,03-01_4,4
5,03-01_5,5
5,04-00_1,3
5,04-00_2,1
5,04-00_3,3
5,04-00_4,3
5,04-00_5,6
5,04-01_1,5
5,04-01_2,2
5,04-01_3,4
5,04-01_4,5
5,04-01_5,6
5,05-00_1,1
5,05-00_4,1
5,05-00_5,2
5,05-01_0,1
5,05-01_1,1
5,05-01_2,1
5,05-01_3,2
5,05-01_4,2
5,05-01_5,3
5,06-00_1,3
5,06-00_3,4
5,06-00_4,3
5,06-00_5,5
5,06-01_1,9
5,06-01_2,1
5,06-01_3,9
5,06-01_4,8
5,06-01_5,11
5,07-00_0,2
5,07-00_1,6
5,07-00_2,6
5,07-00_3,3
5,07-00_4,2
5,07-00_5,8
5,07-01_0,3
5,07-01_1,7
5,07-01_2,4
5,07-01_3,3
5,07-01_4,4
5,07-01_5,7
age,age,1
asrsa_score,asrsa_score,1
asrsa_score,asrsb_score,1
asrsa_score,oci_score,1
asrsa_score,srq_score,1
asrsb_score,asrsb_score,1
asrsb_score,oci_score,1
asrsb_score,srq_score,1
bai_score,asrsa_score,1
bai_score,asrsb_score,1
bai_score,bai_score,1
bai_score,oci_score,1
bai_score,srq_score,1
dbi_score,asrsa_score,1
dbi_score,asrsb_score,1
dbi_score,bai_score,1
dbi_score,dbi_score,1
dbi_score,oci_score,1
dbi_score,srq_score,1
oci_score,oci_score,1
oci_score,srq_score,1
srq_score,srq_score,1
